path,language,category,loc,reason
cmd/cos/internal/cli/profile_test.go,go,CLI,100,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/publish.go,go,CLI,187,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/python_script.go,go,CLI,22,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/registry.go,go,CLI,272,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/release.go,go,CLI,405,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/release_all.go,go,CLI,483,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/release_all_test.go,go,CLI,509,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/release_test.go,go,CLI,372,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/remove.go,go,CLI,187,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/root.go,go,CLI,79,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/run_task.go,go,CLI,645,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/run_task_test.go,go,CLI,187,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/search.go,go,CLI,186,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/setup.go,go,CLI,253,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/setup_test.go,go,CLI,189,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/skill.go,go,CLI,108,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/skill_test.go,go,CLI,106,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/status.go,go,CLI,241,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/status_test.go,go,CLI,255,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/tui.go,go,CLI,72,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/tui_test.go,go,CLI,65,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/update.go,go,CLI,216,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/validate.go,go,CLI,58,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/cli/version.go,go,CLI,104,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/installer/artifact_contract.go,go,CLI,23,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/installer/artifact_contract_test.go,go,CLI,38,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/installer/export.go,go,CLI,192,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/installer/hooks.go,go,CLI,275,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/installer/installer.go,go,CLI,391,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/installer/installer_test.go,go,CLI,1128,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/installer/settings_driver.go,go,CLI,66,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/lockfile/lockfile.go,go,CLI,136,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/lockfile/lockfile_test.go,go,CLI,410,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/manifest/parse.go,go,CLI,26,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/manifest/parse_test.go,go,CLI,257,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/manifest/semver.go,go,CLI,201,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/manifest/semver_test.go,go,CLI,335,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/manifest/types.go,go,CLI,145,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/manifest/validate.go,go,CLI,267,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/manifest/validate_test.go,go,CLI,399,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/project/root.go,go,CLI,50,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/project/root_test.go,go,CLI,117,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/registry/config.go,go,CLI,281,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/registry/config_test.go,go,CLI,501,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/registry/github.go,go,CLI,408,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/registry/registry_test.go,go,CLI,294,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/registry/skillssh.go,go,CLI,139,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/registry/skillssh_test.go,go,CLI,232,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/resolver/github.go,go,CLI,238,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/resolver/resolver_test.go,go,CLI,517,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/resolver/source.go,go,CLI,229,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/security/audit.go,go,CLI,387,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/security/audit_test.go,go,CLI,624,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/security/injection.go,go,CLI,108,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/security/license.go,go,CLI,142,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/security/secrets.go,go,CLI,153,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/tui/action.go,go,CLI,226,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/tui/action_test.go,go,CLI,71,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/tui/app.go,go,CLI,366,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/tui/app_test.go,go,CLI,157,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/tui/proof.go,go,CLI,38,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/tui/proof_test.go,go,CLI,29,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/ui/config.go,go,CLI,55,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/ui/progress.go,go,CLI,73,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/ui/styles.go,go,CLI,70,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/wizard/detect.go,go,CLI,384,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/wizard/detect_test.go,go,CLI,265,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/wizard/install.go,go,CLI,346,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/wizard/recommend.go,go,CLI,379,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/wizard/recommend_test.go,go,CLI,379,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/wizard/wizard.go,go,CLI,305,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/internal/wizard/wizard_test.go,go,CLI,355,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
cmd/cos/main.go,go,CLI,15,Go command package for user/operator CLI; Rust candidate if CLI becomes single portable binary
docker/cos-worker/entrypoint.sh,bash,legacy,64,environment/ops wrapper; keep shell unless promoted
docs/99-Archive/archive/hooks/completeness-check.sh,bash,legacy,16,documentation-embedded helper; not runtime candidate
docs/99-Archive/archive/hooks/post-agent-verify.sh,bash,legacy,171,documentation-embedded helper; not runtime candidate
docs/99-Archive/archive/hooks/prompt-quality.sh,bash,legacy,18,documentation-embedded helper; not runtime candidate
docs/05-Methodology/runbooks/adr-273-slice-c-staging/pending-truth-drift-detector.sh,bash,legacy,80,documentation-embedded helper; not runtime candidate
docs/05-Methodology/runbooks/adr-273-slice-c-staging/pending-truth-staleness-gate.sh,bash,legacy,57,documentation-embedded helper; not runtime candidate
docs/05-Methodology/runbooks/adr-273-slice-c-staging/pending-truth-verify-weekly.sh,bash,legacy,73,documentation-embedded helper; not runtime candidate
hooks/_lib/agent-context.sh,bash,core_runtime,15,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/artifact-status.sh,bash,core_runtime,32,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/bypass-resolver.sh,bash,core_runtime,88,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/cache.sh,bash,core_runtime,69,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/circuit-breaker.sh,bash,core_runtime,232,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/common.sh,bash,core_runtime,237,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/context_budget_lib.sh,bash,core_runtime,65,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/dispatch_gate_check.py,python,core_runtime,201,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/execute-repair.sh,bash,core_runtime,630,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/file_checker.sh,bash,core_runtime,39,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/hook-pipe.sh,bash,core_runtime,117,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/killswitch_check.sh,bash,core_runtime,117,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/normalize-stdin.sh,bash,core_runtime,209,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/portable.sh,bash,core_runtime,264,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/primitive-intervention.sh,bash,core_runtime,79,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/push-collision-check.sh,bash,core_runtime,123,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/recap_adapter.py,python,core_runtime,227,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/register-bg.sh,bash,core_runtime,57,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/remediation.sh,bash,core_runtime,522,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/resolve-main-worktree.sh,bash,core_runtime,51,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/safe-jsonl.sh,bash,core_runtime,113,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/safe-worktree-remove.sh,bash,core_runtime,116,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/semantic-search.sh,bash,core_runtime,88,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/session-fs-reap.sh,bash,core_runtime,40,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/session_init_helper.py,python,core_runtime,120,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/singularity-suggestion.sh,bash,core_runtime,84,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/stash-lock.sh,bash,core_runtime,360,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/task-event.sh,bash,core_runtime,14,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/task-identity.sh,bash,core_runtime,79,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/task_bridge.py,python,core_runtime,235,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/task_panel_adapter.py,python,core_runtime,112,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/timing.sh,bash,core_runtime,61,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/tuning.sh,bash,core_runtime,55,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/_lib/validation-lock.sh,bash,core_runtime,210,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/aci-observation-capture.sh,bash,core_runtime,57,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/adaptive-bypass.sh,bash,core_runtime,176,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/adoption-freeze-gate.sh,bash,core_runtime,119,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/adr-detector.sh,bash,core_runtime,115,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/adr-relevance-suggest.sh,bash,core_runtime,121,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/adr-section-validator.sh,bash,core_runtime,197,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-bash-cwd-enforcer.sh,bash,core_runtime,248,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-bus-monitor.sh,bash,core_runtime,48,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-checkpoint.sh,bash,core_runtime,179,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-control-inbound-guard.sh,bash,core_runtime,57,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-launch-confirmed.sh,bash,core_runtime,125,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-message-inbox-context.sh,bash,core_runtime,50,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-message-inbox-guard.sh,bash,core_runtime,55,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-output-verifier.sh,bash,core_runtime,90,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-prelaunch.sh,bash,core_runtime,429,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-quota-advisor.sh,bash,core_runtime,113,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-quota-redirect.sh,bash,core_runtime,199,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-qwen-bridge.sh,bash,core_runtime,344,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agent-working-dir-inject.sh,bash,core_runtime,280,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/agnix-lint.sh,bash,core_runtime,142,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/aguara-scan.sh,bash,core_runtime,144,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/ai-provider-identity-guard.sh,bash,core_runtime,22,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/architecture-compliance.sh,bash,core_runtime,128,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/aspirational-audit-weekly.sh,bash,core_runtime,115,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/assumption-tracker.sh,bash,core_runtime,169,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/attribution-completeness-validator.sh,bash,core_runtime,132,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/audit-id-enricher.sh,bash,core_runtime,78,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/auto-checkpoint.sh,bash,core_runtime,156,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/auto-refine.sh,bash,core_runtime,154,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/auto-repair-dispatcher.sh,bash,core_runtime,164,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/auto-rollback-trigger.sh,bash,core_runtime,58,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/auto-skill-generator.sh,bash,core_runtime,227,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/auto-verify.sh,bash,core_runtime,255,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/background-agent-reminder.sh,bash,core_runtime,24,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/blast-radius.sh,bash,core_runtime,217,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/branch-ownership-lock.sh,bash,core_runtime,72,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/branch-ownership-release.sh,bash,core_runtime,11,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/claim-validator.sh,bash,core_runtime,215,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/clarification-gate.sh,bash,core_runtime,217,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/clarification-interceptor.sh,bash,core_runtime,163,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/clean-room-ast-similarity-gate.sh,bash,core_runtime,140,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/code-review-on-commit.sh,bash,core_runtime,96,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/codebase-itinerary-capture.sh,bash,core_runtime,181,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/cognitive-os-health.sh,bash,core_runtime,288,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/completeness-check-llm.sh,bash,core_runtime,92,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/completeness-check.sh,bash,core_runtime,16,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/completion-gate.sh,bash,core_runtime,585,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/concurrent-write-guard-codex-proxy.sh,bash,core_runtime,107,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/concurrent-write-guard.sh,bash,core_runtime,128,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/confidence-gate-llm.sh,bash,core_runtime,92,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/confidence-gate.sh,bash,core_runtime,152,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/confidentiality-enforcer.sh,bash,core_runtime,175,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/consequence-evaluator.sh,bash,core_runtime,107,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/content-policy.sh,bash,core_runtime,128,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/context-budget-meter.sh,bash,core_runtime,77,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/context-diet.sh,bash,core_runtime,208,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/context-watchdog.sh,bash,core_runtime,95,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/contextual-rule-loader.sh,bash,core_runtime,151,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
hooks/control-plane-audit-hourly.sh,bash,core_runtime,19,"Claude/Codex lifecycle hook boundary; keep shell contract, port reusable logic below it"
